DrugBank ID,Name,Type,UniProt ID,UniProt Name
DB12010,Fostamatinib,SmallMoleculeDrug,P07948,Tyrosine-protein kinase Lyn
DB12010,Fostamatinib,SmallMoleculeDrug,P36507,Dual specificity mitogen-activated protein kinase kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,P46734,Dual specificity mitogen-activated protein kinase kinase 3
DB12010,Fostamatinib,SmallMoleculeDrug,Q13163,Dual specificity mitogen-activated protein kinase kinase 5
DB12010,Fostamatinib,SmallMoleculeDrug,P52564,Dual specificity mitogen-activated protein kinase kinase 6
DB12010,Fostamatinib,SmallMoleculeDrug,Q13233,Mitogen-activated protein kinase kinase kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q02779,Mitogen-activated protein kinase kinase kinase 10
DB12010,Fostamatinib,SmallMoleculeDrug,Q16584,Mitogen-activated protein kinase kinase kinase 11
DB12010,Fostamatinib,SmallMoleculeDrug,Q12852,Mitogen-activated protein kinase kinase kinase 12
DB12010,Fostamatinib,SmallMoleculeDrug,O43283,Mitogen-activated protein kinase kinase kinase 13
DB12010,Fostamatinib,SmallMoleculeDrug,Q6ZN16,Mitogen-activated protein kinase kinase kinase 15
DB12010,Fostamatinib,SmallMoleculeDrug,Q9Y2U5,Mitogen-activated protein kinase kinase kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,Q99759,Mitogen-activated protein kinase kinase kinase 3
DB12010,Fostamatinib,SmallMoleculeDrug,Q9Y6R4,Mitogen-activated protein kinase kinase kinase 4
DB12010,Fostamatinib,SmallMoleculeDrug,O95382,Mitogen-activated protein kinase kinase kinase 6
DB12010,Fostamatinib,SmallMoleculeDrug,P80192,Mitogen-activated protein kinase kinase kinase 9
DB12010,Fostamatinib,SmallMoleculeDrug,Q92918,Mitogen-activated protein kinase kinase kinase kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q12851,Mitogen-activated protein kinase kinase kinase kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,Q8IVH8,Mitogen-activated protein kinase kinase kinase kinase 3
DB12010,Fostamatinib,SmallMoleculeDrug,O95819,Mitogen-activated protein kinase kinase kinase kinase 4
DB12010,Fostamatinib,SmallMoleculeDrug,Q9Y4K4,Mitogen-activated protein kinase kinase kinase kinase 5
DB12010,Fostamatinib,SmallMoleculeDrug,P53779,Mitogen-activated protein kinase 10
DB12010,Fostamatinib,SmallMoleculeDrug,O15264,Mitogen-activated protein kinase 13
DB12010,Fostamatinib,SmallMoleculeDrug,Q16539,Mitogen-activated protein kinase 14
DB12010,Fostamatinib,SmallMoleculeDrug,Q8TD08,Mitogen-activated protein kinase 15
DB12010,Fostamatinib,SmallMoleculeDrug,P31152,Mitogen-activated protein kinase 4
DB12010,Fostamatinib,SmallMoleculeDrug,Q13164,Mitogen-activated protein kinase 7
DB12010,Fostamatinib,SmallMoleculeDrug,P45984,Mitogen-activated protein kinase 9
DB12010,Fostamatinib,SmallMoleculeDrug,Q8IW41,MAP kinase-activated protein kinase 5
DB12010,Fostamatinib,SmallMoleculeDrug,Q9P0L2,Serine/threonine-protein kinase MARK1
DB12010,Fostamatinib,SmallMoleculeDrug,Q7KZI7,Serine/threonine-protein kinase MARK2
DB12010,Fostamatinib,SmallMoleculeDrug,P27448,MAP/microtubule affinity-regulating kinase 3
DB12010,Fostamatinib,SmallMoleculeDrug,Q96L34,MAP/microtubule affinity-regulating kinase 4
DB12010,Fostamatinib,SmallMoleculeDrug,Q7Z460,CLIP-associating protein 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9Y2H9,Microtubule-associated serine/threonine-protein kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,P42679,Megakaryocyte-associated tyrosine-protein kinase
DB12010,Fostamatinib,SmallMoleculeDrug,Q14680,Maternal embryonic leucine zipper kinase
DB12010,Fostamatinib,SmallMoleculeDrug,Q12866,Tyrosine-protein kinase Mer
DB12010,Fostamatinib,SmallMoleculeDrug,Q8N4C8,Misshapen-like kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9BUB5,MAP kinase-interacting serine/threonine-protein kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9HBH9,MAP kinase-interacting serine/threonine-protein kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,Q04912,Macrophage-stimulating protein receptor
DB12010,Fostamatinib,SmallMoleculeDrug,O15146,"Muscle, skeletal receptor tyrosine-protein kinase"
DB12010,Fostamatinib,SmallMoleculeDrug,Q15746,"Myosin light chain kinase, smooth muscle"
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H1R3,"Myosin light chain kinase 2, skeletal/cardiac muscle"
DB12010,Fostamatinib,SmallMoleculeDrug,Q32MK0,Myosin light chain kinase 3
DB12010,Fostamatinib,SmallMoleculeDrug,Q86YV6,Myosin light chain kinase family member 4
DB12010,Fostamatinib,SmallMoleculeDrug,Q8NEV4,Myosin-IIIa
DB12010,Fostamatinib,SmallMoleculeDrug,Q96PY6,Serine/threonine-protein kinase Nek1
DB12010,Fostamatinib,SmallMoleculeDrug,Q8NG66,Serine/threonine-protein kinase Nek11
DB12010,Fostamatinib,SmallMoleculeDrug,P51955,Serine/threonine-protein kinase Nek2
DB12010,Fostamatinib,SmallMoleculeDrug,P51956,Serine/threonine-protein kinase Nek3
DB12010,Fostamatinib,SmallMoleculeDrug,P51957,Serine/threonine-protein kinase Nek4
DB12010,Fostamatinib,SmallMoleculeDrug,Q6P3R8,Serine/threonine-protein kinase Nek5
DB12010,Fostamatinib,SmallMoleculeDrug,Q8TD19,Serine/threonine-protein kinase Nek9
DB12010,Fostamatinib,SmallMoleculeDrug,P04629,High affinity nerve growth factor receptor
DB12010,Fostamatinib,SmallMoleculeDrug,Q16620,BDNF/NT-3 growth factors receptor
DB12010,Fostamatinib,SmallMoleculeDrug,Q16288,NT-3 growth factor receptor
DB12010,Fostamatinib,SmallMoleculeDrug,O60285,NUAK family SNF1-like kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H093,NUAK family SNF1-like kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,O95747,Serine/threonine-protein kinase OSR1
DB12010,Fostamatinib,SmallMoleculeDrug,Q13153,Serine/threonine-protein kinase PAK 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q13177,Serine/threonine-protein kinase PAK 2
DB12010,Fostamatinib,SmallMoleculeDrug,O75914,Serine/threonine-protein kinase PAK 3
DB12010,Fostamatinib,SmallMoleculeDrug,O96013,Serine/threonine-protein kinase PAK 4
DB12010,Fostamatinib,SmallMoleculeDrug,Q9NQU5,Serine/threonine-protein kinase PAK 6
DB12010,Fostamatinib,SmallMoleculeDrug,Q9P286,Serine/threonine-protein kinase PAK 5
DB12010,Fostamatinib,SmallMoleculeDrug,Q00536,Cyclin-dependent kinase 16
DB12010,Fostamatinib,SmallMoleculeDrug,Q00537,Cyclin-dependent kinase 17
DB12010,Fostamatinib,SmallMoleculeDrug,P16234,Platelet-derived growth factor receptor alpha
DB12010,Fostamatinib,SmallMoleculeDrug,P09619,Platelet-derived growth factor receptor beta
DB12010,Fostamatinib,SmallMoleculeDrug,O15530,3-phosphoinositide-dependent protein kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q96Q40,Cyclin-dependent kinase 15
DB12010,Fostamatinib,SmallMoleculeDrug,Q16816,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
DB12010,Fostamatinib,SmallMoleculeDrug,Q9UBF8,Phosphatidylinositol 4-kinase beta
DB12010,Fostamatinib,SmallMoleculeDrug,O00750,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta
DB12010,Fostamatinib,SmallMoleculeDrug,O75747,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit gamma
DB12010,Fostamatinib,SmallMoleculeDrug,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
DB12010,Fostamatinib,SmallMoleculeDrug,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
DB12010,Fostamatinib,SmallMoleculeDrug,P11309,Serine/threonine-protein kinase pim-1
DB12010,Fostamatinib,SmallMoleculeDrug,Q86V86,Serine/threonine-protein kinase pim-3
DB12010,Fostamatinib,SmallMoleculeDrug,P78356,Phosphatidylinositol 5-phosphate 4-kinase type-2 beta
DB12010,Fostamatinib,SmallMoleculeDrug,Q8TBX8,Phosphatidylinositol 5-phosphate 4-kinase type-2 gamma
DB12010,Fostamatinib,SmallMoleculeDrug,Q99640,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase
DB12010,Fostamatinib,SmallMoleculeDrug,Q16512,Serine/threonine-protein kinase N1
DB12010,Fostamatinib,SmallMoleculeDrug,Q16513,Serine/threonine-protein kinase N2
DB12010,Fostamatinib,SmallMoleculeDrug,P53350,Serine/threonine-protein kinase PLK1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9NYY3,Serine/threonine-protein kinase PLK2
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H4B4,Serine/threonine-protein kinase PLK3
DB12010,Fostamatinib,SmallMoleculeDrug,O00444,Serine/threonine-protein kinase PLK4
DB12010,Fostamatinib,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB12010,Fostamatinib,SmallMoleculeDrug,Q13131,5'-AMP-activated protein kinase catalytic subunit alpha-1
DB12010,Fostamatinib,SmallMoleculeDrug,P54646,5'-AMP-activated protein kinase catalytic subunit alpha-2
DB12010,Fostamatinib,SmallMoleculeDrug,Q9Y478,5'-AMP-activated protein kinase subunit beta-1
DB12010,Fostamatinib,SmallMoleculeDrug,O43741,5'-AMP-activated protein kinase subunit beta-2
DB12010,Fostamatinib,SmallMoleculeDrug,P54619,5'-AMP-activated protein kinase subunit gamma-1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9UGJ0,5'-AMP-activated protein kinase subunit gamma-2
DB12010,Fostamatinib,SmallMoleculeDrug,Q9UGI9,5'-AMP-activated protein kinase subunit gamma-3
DB12010,Fostamatinib,SmallMoleculeDrug,P22694,cAMP-dependent protein kinase catalytic subunit beta
DB12010,Fostamatinib,SmallMoleculeDrug,Q05655,Protein kinase C delta type
DB12010,Fostamatinib,SmallMoleculeDrug,Q02156,Protein kinase C epsilon type
DB12010,Fostamatinib,SmallMoleculeDrug,P05129,Protein kinase C gamma type
DB12010,Fostamatinib,SmallMoleculeDrug,P41743,Protein kinase C iota type
DB12010,Fostamatinib,SmallMoleculeDrug,Q04759,Protein kinase C theta type
DB12010,Fostamatinib,SmallMoleculeDrug,Q15139,Serine/threonine-protein kinase D1
DB12010,Fostamatinib,SmallMoleculeDrug,Q13237,cGMP-dependent protein kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,Q13523,Serine/threonine-protein kinase PRP4 homolog
DB12010,Fostamatinib,SmallMoleculeDrug,Q05397,Focal adhesion kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,Q14289,Protein-tyrosine kinase 2-beta
DB12010,Fostamatinib,SmallMoleculeDrug,Q13882,Protein-tyrosine kinase 6
DB12010,Fostamatinib,SmallMoleculeDrug,P04049,RAF proto-oncogene serine/threonine-protein kinase
DB12010,Fostamatinib,SmallMoleculeDrug,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret
DB12010,Fostamatinib,SmallMoleculeDrug,Q9BRS2,Serine/threonine-protein kinase RIO1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9BVS4,Serine/threonine-protein kinase RIO2
DB12010,Fostamatinib,SmallMoleculeDrug,O14730,Serine/threonine-protein kinase RIO3
DB12010,Fostamatinib,SmallMoleculeDrug,Q13546,Receptor-interacting serine/threonine-protein kinase 1
DB12010,Fostamatinib,SmallMoleculeDrug,O43353,Receptor-interacting serine/threonine-protein kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,P57078,Receptor-interacting serine/threonine-protein kinase 4
DB12010,Fostamatinib,SmallMoleculeDrug,O75116,Rho-associated protein kinase 2
DB12010,Fostamatinib,SmallMoleculeDrug,P08922,Proto-oncogene tyrosine-protein kinase ROS
DB12010,Fostamatinib,SmallMoleculeDrug,Q15418,Ribosomal protein S6 kinase alpha-1
DB12010,Fostamatinib,SmallMoleculeDrug,P51812,Ribosomal protein S6 kinase alpha-3
DB12010,Fostamatinib,SmallMoleculeDrug,Q52WX2,Serine/threonine-protein kinase SBK1
DB12010,Fostamatinib,SmallMoleculeDrug,P0C264,Uncharacterized serine/threonine-protein kinase SBK3
DB12010,Fostamatinib,SmallMoleculeDrug,Q96BR1,Serine/threonine-protein kinase Sgk3
DB12010,Fostamatinib,SmallMoleculeDrug,P57059,Serine/threonine-protein kinase SIK1
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H0K1,Serine/threonine-protein kinase SIK2
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H2G2,STE20-like serine/threonine-protein kinase
DB12010,Fostamatinib,SmallMoleculeDrug,Q9NRH2,SNF-related serine/threonine-protein kinase
DB12010,Fostamatinib,SmallMoleculeDrug,P12931,Proto-oncogene tyrosine-protein kinase Src
DB12010,Fostamatinib,SmallMoleculeDrug,Q9H3Y6,Tyrosine-protein kinase Srms
DB12010,Fostamatinib,SmallMoleculeDrug,O94804,Serine/threonine-protein kinase 10
DB12010,Fostamatinib,SmallMoleculeDrug,O75716,Serine/threonine-protein kinase 16
DB12010,Fostamatinib,SmallMoleculeDrug,Q9UEE5,Serine/threonine-protein kinase 17A
DB12010,Fostamatinib,SmallMoleculeDrug,O94768,Serine/threonine-protein kinase 17B
DB12010,Fostamatinib,SmallMoleculeDrug,Q8WU08,Serine/threonine-protein kinase 32A
DB12015,Alpelisib,SmallMoleculeDrug,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DB12016,Ponesimod,SmallMoleculeDrug,P21453,Sphingosine 1-phosphate receptor 1
DB12020,Tecovirimat,SmallMoleculeDrug,P33815,Envelope protein F13
DB12023,Benralizumab,BiotechDrug,Q01344,Interleukin-5 receptor subunit alpha
DB12023,Benralizumab,BiotechDrug,P08637,Low affinity immunoglobulin gamma Fc region receptor III-A
DB12026,Voxilaprevir,SmallMoleculeDrug,B0B3C9,Genome polyprotein
DB12070,Letermovir,SmallMoleculeDrug,F5HC79,Tripartite terminase subunit 1
DB12070,Letermovir,SmallMoleculeDrug,F5HGI9,Tripartite terminase subunit 2
DB12070,Letermovir,SmallMoleculeDrug,F5HCU8,Tripartite terminase subunit 3
DB12095,Telotristat ethyl,SmallMoleculeDrug,Q8IWU9,Tryptophan 5-hydroxylase 2
DB12095,Telotristat ethyl,SmallMoleculeDrug,P17752,Tryptophan 5-hydroxylase 1
DB12107,Vaborbactam,SmallMoleculeDrug,P05364,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,Q9F663,Carbapenem-hydrolyzing beta-lactamase KPC
DB12107,Vaborbactam,SmallMoleculeDrug,Q93LQ9,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,Q939N4,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,Q9L5C7,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,Q840M4,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,A0A068JFB7,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,P0AD64,Beta-lactamase SHV-1
DB12107,Vaborbactam,SmallMoleculeDrug,P62593,Beta-lactamase TEM
DB12107,Vaborbactam,SmallMoleculeDrug,Q9X757,Beta-lactamase
DB12107,Vaborbactam,SmallMoleculeDrug,Q53IN1,Beta-lactamase
DB12130,Lorlatinib,SmallMoleculeDrug,Q9UM73,ALK tyrosine kinase receptor
DB12141,Gilteritinib,SmallMoleculeDrug,P36888,Receptor-type tyrosine-protein kinase FLT3
DB12141,Gilteritinib,SmallMoleculeDrug,P30530,Tyrosine-protein kinase receptor UFO
DB12141,Gilteritinib,SmallMoleculeDrug,Q9UM73,ALK tyrosine kinase receptor
DB12141,Gilteritinib,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB12141,Gilteritinib,SmallMoleculeDrug,P28222,5-hydroxytryptamine receptor 1B
DB12141,Gilteritinib,SmallMoleculeDrug,P28221,5-hydroxytryptamine receptor 1D
DB12141,Gilteritinib,SmallMoleculeDrug,P28566,5-hydroxytryptamine receptor 1E
DB12141,Gilteritinib,SmallMoleculeDrug,P30939,5-hydroxytryptamine receptor 1F
DB12141,Gilteritinib,SmallMoleculeDrug,P28223,5-hydroxytryptamine receptor 2A
DB12141,Gilteritinib,SmallMoleculeDrug,P41595,5-hydroxytryptamine receptor 2B
DB12141,Gilteritinib,SmallMoleculeDrug,P28335,5-hydroxytryptamine receptor 2C
DB12141,Gilteritinib,SmallMoleculeDrug,P46098,5-hydroxytryptamine receptor 3A
DB12141,Gilteritinib,SmallMoleculeDrug,O95264,5-hydroxytryptamine receptor 3B
DB12141,Gilteritinib,SmallMoleculeDrug,Q8WXA8,5-hydroxytryptamine receptor 3C
DB12141,Gilteritinib,SmallMoleculeDrug,Q70Z44,5-hydroxytryptamine receptor 3D
DB12141,Gilteritinib,SmallMoleculeDrug,A5X5Y0,5-hydroxytryptamine receptor 3E
DB12141,Gilteritinib,SmallMoleculeDrug,Q13639,5-hydroxytryptamine receptor 4
DB12141,Gilteritinib,SmallMoleculeDrug,P50406,5-hydroxytryptamine receptor 6
DB12141,Gilteritinib,SmallMoleculeDrug,P34969,5-hydroxytryptamine receptor 7
DB12147,Erdafitinib,SmallMoleculeDrug,P11362,Fibroblast growth factor receptor 1
DB12147,Erdafitinib,SmallMoleculeDrug,P21802,Fibroblast growth factor receptor 2
DB12147,Erdafitinib,SmallMoleculeDrug,P22607,Fibroblast growth factor receptor 3
DB12147,Erdafitinib,SmallMoleculeDrug,P22455,Fibroblast growth factor receptor 4
DB12147,Erdafitinib,SmallMoleculeDrug,P07949,Proto-oncogene tyrosine-protein kinase receptor Ret
DB12147,Erdafitinib,SmallMoleculeDrug,P07333,Macrophage colony-stimulating factor 1 receptor
DB12147,Erdafitinib,SmallMoleculeDrug,P16234,Platelet-derived growth factor receptor alpha
DB12147,Erdafitinib,SmallMoleculeDrug,P09619,Platelet-derived growth factor receptor beta
DB12147,Erdafitinib,SmallMoleculeDrug,P10721,Mast/stem cell growth factor receptor Kit
DB12147,Erdafitinib,SmallMoleculeDrug,P35968,Vascular endothelial growth factor receptor 2
DB12151,Brincidofovir,SmallMoleculeDrug,P0DOO6,DNA polymerase
DB12153,Citicoline,SmallMoleculeDrug,A0A0H2UQB5,LicC protein
DB12159,Dupilumab,BiotechDrug,P24394,Interleukin-4 receptor subunit alpha
DB12159,Dupilumab,BiotechDrug,P35225,Interleukin-13
DB12159,Dupilumab,BiotechDrug,P05112,Interleukin-4
DB12161,Deutetrabenazine,SmallMoleculeDrug,Q05940,Synaptic vesicular amine transporter
DB12169,Tralokinumab,BiotechDrug,P35225,Interleukin-13
DB12184,Gepirone,SmallMoleculeDrug,P08908,5-hydroxytryptamine receptor 1A
DB12218,Capivasertib,SmallMoleculeDrug,P31749,RAC-alpha serine/threonine-protein kinase
DB12218,Capivasertib,SmallMoleculeDrug,P31751,RAC-beta serine/threonine-protein kinase
DB12218,Capivasertib,SmallMoleculeDrug,Q9Y243,RAC-gamma serine/threonine-protein kinase
DB12235,Estetrol,SmallMoleculeDrug,P03372,Estrogen receptor
DB12235,Estetrol,SmallMoleculeDrug,Q92731,Estrogen receptor beta
DB12236,Bexagliflozin,SmallMoleculeDrug,P31639,Sodium/glucose cotransporter 2
DB12240,Polatuzumab vedotin,BiotechDrug,P40259,B-cell antigen receptor complex-associated protein beta chain
DB12245,Triclabendazole,SmallMoleculeDrug,Q6IX08,14-3-3 epsilon2 isoform
DB12245,Triclabendazole,SmallMoleculeDrug,P80529,Cathepsin B-like cysteine proteinase
DB12245,Triclabendazole,SmallMoleculeDrug,Q24940,Cathepsin L-like proteinase
DB12245,Triclabendazole,SmallMoleculeDrug,Q09093,Cathepsin L1
DB12245,Triclabendazole,SmallMoleculeDrug,P80342,Cathepsin L2
DB12245,Triclabendazole,SmallMoleculeDrug,Q27655,Enolase
DB12245,Triclabendazole,SmallMoleculeDrug,K7YNB3,Glutathione S-transferase omega class
DB12245,Triclabendazole,SmallMoleculeDrug,Q34522,NADH-ubiquinone oxidoreductase chain 3
DB12255,Vadadustat,SmallMoleculeDrug,Q9GZT9,Egl nine homolog 1
DB12255,Vadadustat,SmallMoleculeDrug,Q96KS0,Egl nine homolog 2
DB12255,Vadadustat,SmallMoleculeDrug,Q9H6Z9,Egl nine homolog 3
DB12255,Vadadustat,SmallMoleculeDrug,Q16665,Hypoxia-inducible factor 1-alpha
DB12255,Vadadustat,SmallMoleculeDrug,Q99814,Endothelial PAS domain-containing protein 1
DB12267,Brigatinib,SmallMoleculeDrug,Q9UM73,ALK tyrosine kinase receptor
DB12267,Brigatinib,SmallMoleculeDrug,P00533,Epidermal growth factor receptor
DB12267,Brigatinib,SmallMoleculeDrug,P00519,Tyrosine-protein kinase ABL1
DB12267,Brigatinib,SmallMoleculeDrug,P08069,Insulin-like growth factor 1 receptor
DB12267,Brigatinib,SmallMoleculeDrug,P36888,Receptor-type tyrosine-protein kinase FLT3
DB12267,Brigatinib,SmallMoleculeDrug,P06213,Insulin receptor
DB12267,Brigatinib,SmallMoleculeDrug,P08581,Hepatocyte growth factor receptor
DB12267,Brigatinib,SmallMoleculeDrug,Q15303,Receptor tyrosine-protein kinase erbB-4
DB12267,Brigatinib,SmallMoleculeDrug,P04626,Receptor tyrosine-protein kinase erbB-2
DB12274,Aducanumab,BiotechDrug,P05067,Amyloid beta A4 protein
DB12278,Propiverine,SmallMoleculeDrug,P11229,Muscarinic acetylcholine receptor M1
DB12278,Propiverine,SmallMoleculeDrug,P08172,Muscarinic acetylcholine receptor M2
DB12278,Propiverine,SmallMoleculeDrug,P20309,Muscarinic acetylcholine receptor M3
DB12278,Propiverine,SmallMoleculeDrug,P08912,Muscarinic acetylcholine receptor M5
DB12278,Propiverine,SmallMoleculeDrug,Q13936,Voltage-dependent L-type calcium channel subunit alpha-1C
DB12278,Propiverine,SmallMoleculeDrug,P35348,Alpha-1A adrenergic receptor
DB12278,Propiverine,SmallMoleculeDrug,P08173,Muscarinic acetylcholine receptor M4
DB12301,Doravirine,SmallMoleculeDrug,Q72547,Reverse transcriptase/RNaseH
DB12328,Cantharidin,SmallMoleculeDrug,P35869,Aryl hydrocarbon receptor
DB12329,Eravacycline,SmallMoleculeDrug,P0A7V8,30S ribosomal protein S4
DB12332,Rucaparib,SmallMoleculeDrug,P09874,Poly [ADP-ribose] polymerase 1
DB12332,Rucaparib,SmallMoleculeDrug,Q9UGN5,Poly [ADP-ribose] polymerase 2
DB12332,Rucaparib,SmallMoleculeDrug,Q9Y6F1,Poly [ADP-ribose] polymerase 3
DB12364,Betrixaban,SmallMoleculeDrug,P00742,Coagulation factor X
DB12371,Siponimod,SmallMoleculeDrug,Q9H228,Sphingosine 1-phosphate receptor 5
DB12371,Siponimod,SmallMoleculeDrug,P21453,Sphingosine 1-phosphate receptor 1
DB12377,Relebactam,SmallMoleculeDrug,P62593,Beta-lactamase TEM
DB12377,Relebactam,SmallMoleculeDrug,P0AD63,Beta-lactamase SHV-1
DB12377,Relebactam,SmallMoleculeDrug,Q939N4,Beta-lactamase
DB12377,Relebactam,SmallMoleculeDrug,Q9L5C7,Beta-lactamase
DB12377,Relebactam,SmallMoleculeDrug,Q840M4,Beta-lactamase
DB12377,Relebactam,SmallMoleculeDrug,Q93LQ9,Beta-lactamase
DB12377,Relebactam,SmallMoleculeDrug,P05364,Beta-lactamase
DB12404,Remimazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB12404,Remimazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB12404,Remimazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB12404,Remimazolam,SmallMoleculeDrug,P48169,Gamma-aminobutyric acid receptor subunit alpha-4
DB12404,Remimazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB12404,Remimazolam,SmallMoleculeDrug,Q16445,Gamma-aminobutyric acid receptor subunit alpha-6
DB12404,Remimazolam,SmallMoleculeDrug,P18505,Gamma-aminobutyric acid receptor subunit beta-1
DB12404,Remimazolam,SmallMoleculeDrug,P47870,Gamma-aminobutyric acid receptor subunit beta-2
DB12404,Remimazolam,SmallMoleculeDrug,P28472,Gamma-aminobutyric acid receptor subunit beta-3
DB12404,Remimazolam,SmallMoleculeDrug,O14764,Gamma-aminobutyric acid receptor subunit delta
DB12404,Remimazolam,SmallMoleculeDrug,P78334,Gamma-aminobutyric acid receptor subunit epsilon
DB12404,Remimazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB12404,Remimazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB12404,Remimazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB12404,Remimazolam,SmallMoleculeDrug,O00591,Gamma-aminobutyric acid receptor subunit pi
DB12404,Remimazolam,SmallMoleculeDrug,Q9UN88,Gamma-aminobutyric acid receptor subunit theta
DB12404,Remimazolam,SmallMoleculeDrug,P14867,Gamma-aminobutyric acid receptor subunit alpha-1
DB12404,Remimazolam,SmallMoleculeDrug,P47869,Gamma-aminobutyric acid receptor subunit alpha-2
DB12404,Remimazolam,SmallMoleculeDrug,P34903,Gamma-aminobutyric acid receptor subunit alpha-3
DB12404,Remimazolam,SmallMoleculeDrug,P31644,Gamma-aminobutyric acid receptor subunit alpha-5
DB12404,Remimazolam,SmallMoleculeDrug,Q8N1C3,Gamma-aminobutyric acid receptor subunit gamma-1
DB12404,Remimazolam,SmallMoleculeDrug,P18507,Gamma-aminobutyric acid receptor subunit gamma-2
DB12404,Remimazolam,SmallMoleculeDrug,Q99928,Gamma-aminobutyric acid receptor subunit gamma-3
DB12455,Omadacycline,SmallMoleculeDrug,P0A7V3,30S ribosomal protein S3
DB12455,Omadacycline,SmallMoleculeDrug,P02359,30S ribosomal protein S7
DB12455,Omadacycline,SmallMoleculeDrug,P0A7W7,30S ribosomal protein S8
DB12455,Omadacycline,SmallMoleculeDrug,P0A7U3,30S ribosomal protein S19
DB12455,Omadacycline,SmallMoleculeDrug,P0AG59,30S ribosomal protein S14
DB12457,Rimegepant,SmallMoleculeDrug,Q16602,Calcitonin gene-related peptide type 1 receptor
DB12466,Favipiravir,SmallMoleculeDrug,Q809M3,RNA-directed RNA polymerase catalytic subunit
DB12471,Ibrexafungerp,SmallMoleculeDrug,P40989,"1,3-beta-glucan synthase component GSC2"
DB12471,Ibrexafungerp,SmallMoleculeDrug,P06780,GTP-binding protein RHO1
DB12483,Copanlisib,SmallMoleculeDrug,P42336,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform"
DB12483,Copanlisib,SmallMoleculeDrug,O00329,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit delta isoform"
DB12483,Copanlisib,SmallMoleculeDrug,P42338,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform"
DB12483,Copanlisib,SmallMoleculeDrug,P48736,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform"
DB12489,Mirvetuximab soravtansine,BiotechDrug,P15328,Folate receptor alpha
DB12498,Mogamulizumab,BiotechDrug,P51679,C-C chemokine receptor type 4
